,id,law_type,state,sentence,length,start_page,end_page,act,section,path,year,predicted_label,jim_crow,
200961,1937_0021,Act,SOUTH CAROLINA,The power to make such examinations and investigations as are provided in this Act.,88,64,64,1,2,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,0,
200962,1937_0022,Act,SOUTH CAROLINA,"The power to employ, from time to time, such attorneys, clerks and employees as are necessary for the administration of this Act, who shall perfrom such duties as the Commissioner shall assign to them, their compensation to be that as fixed by the Commissioner and to be paid out of the fees hereafter provided to be paid under the provisions of this Act.",360,64,64,1,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,0,
200963,1937_0023,Act,SOUTH CAROLINA,"The power to cooperate with other governmental officials, state and national, and to coordinate the administration of this Act with other similar state and national Acts in so far as such may be found o be consistent with the purposes and provisions of this Act and mot in conflict with his duties hereunder.",313,64,64,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,0,
200964,1937_0024,Act,SOUTH CAROLINA,The duty of administering this Act according to the purposes declared in the Act.,86,64,64,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,0,
200965,1937_0025,Act,SOUTH CAROLINA,The Commissioner and each of the employees shall take and subscribe and file the oath of office prescribed by law.,119,64,64,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,,
200966,1937_0026,Act,SOUTH CAROLINA,Securities exempt.Except as hereinafter otherwise expressly provided the provisions of this Act shall not apply to any of the following classes of securities.,163,64,64,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,,
200967,1937_0027,Act,SOUTH CAROLINA,"(a) Any security issued or guaranteed by the United States or any erritory or insular possession thereof, or by the District of Columbia or by any state of the United States or political subdivision or agency hereof.",221,64,65,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0064.jpg,1937,0,,
200968,1937_0028,Act,SOUTH CAROLINA,"(b) Any security issued or guaranteed by any foreign governiment with which the United States is at the time of the sale thereof maintaining diplomatic relations, or by any state, province or political subdivision thereof having the power of taxation or assessment, provided such security has been registered with the Securities nd Exchange Commission pursuant to the provisions of the Federal Securities Act of 1933, as amended and the registration statement remains in effect as to such security.",503,65,65,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0065.jpg,1937,0,,
200969,1937_0029,Act,SOUTH CAROLINA,"(c) Any security issued by and representing an interest in or a direct obligation of a national bank or issued by any federal land bank or jointstock land bank or national farm loan association under the provisions of the Federal Farm Loan Act of July 17, 1916, or by any corporation created and acting as an instrumentality of he Government of the United States pursuant to authority granted by the Congress of the United States.",435,65,65,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0065.jpg,1937,0,,
200970,1937_0030,Act,SOUTH CAROLINA,"(d) Any security issued or guaranteed either as to principal, inerest or dividend by a corporation owning or operating a railroad or any other public service utility; provided, that such corporation s subject to regulation or supervision either as to its rates and harges or as to the issue of its own securities by a public commission, board or officer of the Government of the United States, or of any state, territory or insular possession thereof, or of any municipality located therein, or of the District of Columbia, or of the Dominion of Canada or any province thereof; also equipment seurities based on chattel mortgages, leases or agreements for conitional sale of cars, motive power or other rolling stock mortgaged, leased or sold to or furnished for the use of or upon such railroad or other public service utility corporation or where the ownership or title of such equipment is pledged or retained in accordance with the provisions of the laws of the United States or of any state, or of the Dominion of Canada, to secure the payment of such equipment securities ; also bonds, notes or other evidences of indebtedness issued by a holding corporation and secured by collateral consisting of any securities hereinabove in this clause (d) described: Provided, That the collateral securities equal in fair value at least 125 per centum of the par value of the bonds, notes or other evidences of indebtedness so secured.",1435,65,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0065.jpg,1937,0,,
200971,1937_0031,Act,SOUTH CAROLINA,"(e) Any security issued by a corporation organized exclusively for religious, educational, benevolent, fraternal, charitable or reformatory purposes and not for pecuniary profit, and no part of the net earnings of which inures to the benefit of any private stockholder or individual.",288,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200972,1937_0032,Act,SOUTH CAROLINA,"() Securities which at the time of the sale have been fully listed upon the New York Stock Exchange, the Boston Stock Exchange, the Chicago Stock Exchange, the New York Curb Exchange, or upon any other recognized and responsible stock exchange which has been previously approved by the Commissioner as hereinafter in the subsection provided, and also all securities senior to, or if of the same issues, upon a parity with any securities so listed, or represented by subscription rights which have been so listed, or evidences of indebtedness guaranteed by any company any stock of which is so listed, such securities to be exempt only so long as such listing shall remain in effect and only so long as the exchange upon which such securities are so listed remains approved under the provisions of this subsection.",819,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200973,1937_0033,Act,SOUTH CAROLINA,Approval of any stock exchange by the Commissioner shall be by written order upon a finding that: A.,105,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200974,1937_0034,Act,SOUTH CAROLINA,The requirements for the listing of securities upon such exchange are such as to effect substantially the reasonable protection of the public as exists in the case of the exchanges herein approved ; b.,206,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200975,1937_0035,Act,SOUTH CAROLINA,Such exchange provides adequate facilities for the use of its members for the sale and purchase of securities listed by such exchange; c.,142,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200976,1937_0036,Act,SOUTH CAROLINA,The governing constitution and bylaws of such exchange shall require: 1. An adequate examination into the affairs of the issuer of the securities which are to be listed before permitting trading therein.,208,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200977,1937_0037,Act,SOUTH CAROLINA,"hat the issuer of such securities, so long as they be listed, sha Seriodically prepare, make public and furnish promptly to the exhange, appropriate financial, income and profit and loss statements 3.",205,66,66,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200978,1937_0038,Act,SOUTH CAROLINA,That securities listed and traded in on such exchange be retricted to those of ascertained and sound asset and/or income value 4.,134,66,66,1,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200979,1937_0039,Act,SOUTH CAROLINA,"A reasonable surveillance of its members, including a requireiment for periodical financial statements and a determination of fiancial responsibility of its members, and the right and obligation n the governing body of such exchange to suspend or expel any member found to be financially embarrassed or irresponsible, or found to have been guilty of misconduct in his business dealings, or conduct prejudicial to the rights or interest of his customers The Commissioner, upon ten (10) days notice and hearing, shall Ihave power at any time to withdraw the approval theretofore granted by him to any stock exchange, and thereupon securities so listed upon such exchange shall be no longer entitled to the benefits of such exemption except upon further order of the Commissioner again approving such exchange (g) Any Security issued by and representing an interest in or a direct obligation of any state bank, trust company or savings institution incorporated under the laws of and subject to the examination supervision, and control of this state; or by any insurance company under the supervision of the insurance department of this State; or issued by any building and loan association of this state under like supervision (h) Negotiable promissory notes and any draft, bill of exchange or bankers acceptance given for full value and for the sole purpose of evidencing or extending the time of payment of the price of goods wares or merchandise purchased, or which arise out of current transactions or the proceeds of which have been or are to be used for current transactions, and which such notes, drafts, bills of exchange or bankers acceptances have a definite maturity at the time of issuance of not exceeding nine months (i) Any security, other than common stock, providing for a fixed return, which has been outstanding and in the hands of the public for a period of not less than five years, upon which no default in payment of principal or failure to pay the return fixed, has occurred for a continuous immediately preceding period of five years (j) Securities evidencing indebtedness due under any contract made in pursuance to the provisions of any statute of any state or of the United States providing for the acquisition of personal property under conditional sales contract.",2298,66,67,1,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0066.jpg,1937,0,,
200980,1937_0040,Act,SOUTH CAROLINA,"Transactions exempt.Except as hereinafter expressly provided, the provisions of this Act shall not apply to the sale of any security in any of the following transactions: (a) At any judicial, executors, administrators, guardians, or conservators sale, or at any sale by a receiver or trustee in insolvency or bankruptcy.",329,67,67,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0067.jpg,1937,0,,
200981,1937_0041,Act,SOUTH CAROLINA,"(b) By or for the account of a pledge holder or mortgagee selling or offering for sale or delivery in the ordinary course of business and not for the purpose of avoiding the provisions of this Act, to liquidate a bona fide debt, a security pledged in good faith as security for such debt.",293,67,68,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0067.jpg,1937,0,,
200982,1937_0042,Act,SOUTH CAROLINA,"(c) An isolated transaction in which any security is sold, offered for sale, subscription or delivery by the owner thereof, or by his representative for the owners account, such sale or offer for sale, subscription or delivery not being made in the course of repeated and successive transactions of a like character by such owner, or on his account by such representatives, and such owner or representative not being the underwriter of such security.",456,68,68,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0068.jpg,1937,0,,
200983,1937_0043,Act,SOUTH CAROLINA,"(d) The distribution by a corporation, actively engaged in the business authorized by its charter, of securities to its stockholders or other securities holders as a stock dividend or other distribution out of earnings or surplus or in liquidation of such corporation; or the issuance of securities to the security holders or other creditors of a corporation in the process of a bona fide reorganization of such corporation made in good faith and not for the purpose of avoiding the provisions of this Act, either in exchange for the securities of such security holders or claims of such creditors or partly for cash and partly in exchange for the securities or claims of such security holders or creditors; or the issuance of additional capital stock of a corporation sold or distributed by it among its own stockholders exclusively, where no commission or other remuneration is paid or given directly or indirectly in connection with the sale or distribution of such increased capital stock.",998,68,68,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0068.jpg,1937,0,,
200984,1937_0044,Act,SOUTH CAROLINA,"(e) The sale, transfer or delivery of any securities to any bank, savings institution, trust company, insurance company or to any corporation or to any broker or dealer: Provided, That such broker or dealer is actually engaged in buying and selling securities as a business.",279,68,68,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0068.jpg,1937,0,,
200985,1937_0045,Act,SOUTH CAROLINA,"({) The transfer or exchange by one corporation to another corporation of their own securities in connection with a consolidation or merger of such corporations, or in connection with the change of par value stock to non par value stock or of non par value stock to par value stock or the exchange of outstanding shares for a greater or smaller number of shares; the transfer or exchange by or on the account of one corporation of its own securities to the holders of securities of another corporation, partnership, trust, person, firm or association in any plan of distribution or exchange providing for the assumption or acquisition by the issuing corporation of the securities for which its own securities are issued or are to be issued, where the plan of distribution or exchange is contained in a registration statement which has been filed for more than twenty days with the Securities and Exchange Commission of the United States or like agency of the United States charged with the registration of securities.",1022,68,69,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0068.jpg,1937,0,,
200986,1937_0046,Act,SOUTH CAROLINA,(gz) Bonds or notes secured by mortgage upon real estate or tangible personal property where the entire mortgage together with all of the bonds or notes secured thereby are sold to a single purchaser at a single sale.,222,69,69,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200987,1937_0047,Act,SOUTH CAROLINA,"(h) The issue and delivery of anysecurity in exchange for any other security of the same issuer pursuant to a right of conversion entitling the holder of the security surrendered in exchange to make such conversion, provided that the security so surrendered has been registered under the law or was, when sold, exempt from the provisions of the law and that the security issued and delivered in exchange if sold at the conversion price would at the time of such conversion fall within the class of securities entitled to registration by notification under the law.",569,69,69,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200988,1937_0048,Act,SOUTH CAROLINA,"Upon such conversion the par value of the security surrendered in such exchange shall be deemed the price at which the securities issued and delivered in such exchange are sold, (i) Subscriptions for shares of the capital stock of a corporation prior to the incorporation thereof under the laws of this State, when no expense is incurred, or no commission, compensation or remuneration is paid or given for or in connection with the sale or disposition of such securities.",477,69,69,1,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200989,1937_0049,Act,SOUTH CAROLINA,"Registration of securitiesNo securities, except of a class exempt under any of the provisions of Section 4 hereof or unless sold in any.",141,69,69,1,6,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200990,1937_0050,Act,SOUTH CAROLINA,"transaction exempt under any of the provisions of Section 5 hereof, shall be sold within this state unless such securities shall have been registered by notification or by qualification as hereinafter defined.",214,69,69,1,6,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200991,1937_0051,Act,SOUTH CAROLINA,Registration of stock shall be deemed to include the registration of rights to subscribe to such stock if the notice under Section 7 or the application under Section 8 for registration of such stock includes a statement that such rights are to be issued.,259,69,69,1,6,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200992,1937_0052,Act,SOUTH CAROLINA,"A record of the registration of securities shall be kept in a Register of Securities to be kept in the office of the Commissioner, in which Register of Securities shall also be recorded any orders entered by the Commissioner with respect to such securities.",262,69,70,1,6,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0069.jpg,1937,0,,
200993,1937_0053,Act,SOUTH CAROLINA,"Such register, and all information with respect to the securities registered therein, shall be open to public inspection.",126,70,70,1,6,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0070.jpg,1937,0,,
200994,1937_0054,Act,SOUTH CAROLINA,"Registration of securities by notificationThe following classes of securities shall be entitled to registration by notification in the manner provided in this section: (1) Securities issued by a corporation, partriership, association, company, syndicate or trust owning a property, business or industry which has been in continuous operation not less than three years and which has shown during a period of not less than two years or more than ten years next prior to the close of its last fiscal year preceding the offering of such securities, average annual net earnings, after deducting all prior charges not including the charges upon securities to be retired out of the proceeds of sale, as follows: (a) In the case of interestbearing securities, not less than one and onehalf times the annual interest charge thereon and upon all other outstanding interestbearing obligations of equal rank.",902,70,70,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0070.jpg,1937,0,,
200995,1937_0055,Act,SOUTH CAROLINA,"(b) In the case of preferred stock, not less than one and onehalf times the annual dividend requirements on such preferred stock and on all other outstanding stock of equal rank.",183,70,70,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0070.jpg,1937,0,,
200996,1937_0056,Act,SOUTH CAROLINA,"(c) In the case of common stock, not less than five per centum upon all outstanding common stock of equal rank, together with the amount of common stock then offered for sale reckoned upon the price at which such stock is then offered for sale or sold.",257,70,70,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0070.jpg,1937,0,,
200997,1937_0057,Act,SOUTH CAROLINA,"The ownership by a corporation, partnership, association, company, syndicate or trust of more than fifty per centum of the outstanding voting stock of a corporation shall be construed as the proportionate ownership of the property, business or industry of such corporation, and shall permit the inclusion of the earnings of such corporation applicable to the payment of dividends upon the stock so owned in the earnings of the corporation, partnership, association, company, syndicate or trust issuing the securities sought to be registered by notification.",562,70,70,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0070.jpg,1937,0,,
200998,1937_0058,Act,SOUTH CAROLINA,"(2) Securities issued by seasoned corporations where such securities have been registered with the Securities and Exchange Commission (of the United States) according to the provisions of law and rules or regulations of the Securities and Exchange Commission applicable generally to such class or securities, viz: (a) Securities of a Corporation which has made annually available to its security holders, for at least ten years, financial reports (which may be reports consolidating the reports of the corporation and its subsidiaries) including at least a balance shett and a profit and loss or income statement, or (b) such corporation had a net income for any two fiscal years of the five fiscal years preceding the date of the latest balance sheet filed with the registration statement; or as to such class of securities of seasoned corporations as the same may hereafter be defined or designated or classified by the Securities and Exchange Commission, or by act of Congress.",987,70,71,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0070.jpg,1937,0,,
200999,1937_0059,Act,SOUTH CAROLINA,"(3) The Commissioner shall have power and authority to receive registration by notification of other securities which are substantially of the same quality and description as either of the specific classes above named, although not specifically heretofore described.",271,71,71,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0071.jpg,1937,0,,
201000,1937_0060,Act,SOUTH CAROLINA,Securities entitled to registration by notification shall be registered in the following manner: A.,104,71,71,1,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1937/images/0071.jpg,1937,0,,
