,id,law_type,state,sentence,length,start_page,end_page,act,section,path,year,predicted_label,jim_crow,
276417,1952_0014,Act,SOUTH CAROLINA,"(5) Any person violating any of the provisions of this section shall be guilty of a misdemeanor, and shall be liable to a fine of not less than one ($1.00) dollar nor more than five ($5.00) dollars for each bird, living or dead, or part of a bird, or nest or set of eggs, or part thereof, killed or captured or possessed, in violation of this section, or be imprisoned in the county jail for not more than thirty days. Section 2. Repeal.All acts or parts of acts inconsistent herewith are hereby repealed.",511,47,47,681,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00047.jpg,1952,0,0,
276418,1952_0015,Act,SOUTH CAROLINA,"Time effective This act shall take effect upon its approval by the Governor. Approved the 28th day of December, 1951",132,47,47,681,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00047.jpg,1952,0,0,
276419,1952_0016,Act,SOUTH CAROLINA,"(R424, S305, of 1951) No.",30,47,47,681,1951,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00047.jpg,1952,0,0,
276420,1952_0017,Act,SOUTH CAROLINA,"682 An Act To Amend section 853 To 857, Both Inclusive, Of The Code Of Laws Of South Carolina, 1942, Relating To The Discharge Of A Person Arrested In A Civil Action From His Arrest And Confinement And From His Indebtedness, So As To Eliminate The Provisions For Discharge From Indebtedness.",296,47,47,682,682,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00047.jpg,1952,0,,
276421,1952_0018,Act,SOUTH CAROLINA,"853, 1942 Code, amendedclerk examine as to discharge of prisoner from arrest and confinementoath of petitioner.Section 853 of the Code of Laws of South Carolina, 1942, is hereby amended by inserting after the word appearance in line 1 the word and and by inserting the words from arrest and confinement after the word petitioner in line 5 and after the word discharge in the last line, so that the section, as amended, shall read as follows: section 853.",471,47,48,682,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00047.jpg,1952,0,0,
276422,1952_0019,Act,SOUTH CAROLINA,"Upon the day of such appearance, and if any of the creditors so summoned shall neglect or refuse to appear, upon affidavit made of the service of such rule or order, in manner aforesaid, the clerk shall, in a summary way, examine into the matter of the said petition, and hear what shall be alleged for or against the discharge of the said petitioner from arrest and confinement; and, upon such examination, the clerk may, and is hereby required to administer or tender to the petitioner an oath in the following words: T, (A.",532,48,48,682,853,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00048.jpg,1952,0,,
276423,1952_0020,Act,SOUTH CAROLINA,"), do solemnly swear that the account by me delivered into this honorable court, with my petition, doth contain a true and full account of all my real and personal estate, debts, credits, and effects whatsoever, without exception, which I, or any person in trust for me, have, or at the time of my said petition had, or am, or was, in any respect, entitled unto, in possession, remainder, or reversion; and that I have not at any time since my being sued, arrested, or imprisoned, or before, directly or indirectly, sold, leased, assigned, or otherwise disposed of, or made over, in trust for myself or otherwise, other than is mentioned in such account, any part of my lands, estate, goods, stock, money, debts, or other real or personal estate, whereby to have or expect any benefit or profit to myself, or to defraud any of my creditors to whom I am indebted; and that I will, to the utmost of my power, endeavor to collect all and singular the title deeds to my lands, together with the remainder of my goods and effects contained in my said account, and the vouchers relating to or concerning the aU rare SFU OO same, wheresoever, or in whosoever hands they may be within this State, and will surrender the same to my assignee or assignees as soon as possible after my discharge from arrest and confinement.",1317,48,48,682,853,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00048.jpg,1952,0,,
276424,1952_0021,Act,SOUTH CAROLINA,So help me God. Section 2.,32,48,48,682,853,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00048.jpg,1952,0,0,
276425,1952_0022,Act,SOUTH CAROLINA,"854, 1942 Code, amendedmay assign unexempted property for benefit of creditorshomestead.Section 854 of the Code of Laws of South Carolina, 1942, is hereby amended by inserting after the word discharge in line 9 the words from arrest and confinement, so that the section, as amended, shall read as follows: section 854.",329,48,48,682,2,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00048.jpg,1952,0,0,
276426,1952_0023,Act,SOUTH CAROLINA,"In case the prisoner shall take the said oath, and upon examination the clerk shall be satisfied with the truth thereof, he shall order the lands, goods, and effects contained in the said accounts, or so much of them as may be sufficient to satisfy the debts wherewith such petitioner shall be charged, and the fees of the keeper of the jail where he shall be in custody, together with the costs of suit which shall be incurred on the suit or prosecution commenced against him, and all other costs and fees which shall arise or become due upon prosecuting and obtaining his discharge from arrest and confinement, by a short indorsement on the back of his petition, signed by the petitioner, to be assigned to some suitable person, to be selected by the clerk, as assignee for the benefit of the plaintiff and such creditors as may appear or establish claims against the debtor: provided, however, that if the petitioner be the head of a family, there shall be reserved to him, out of his real and personal property, a homestead, and such articles as are exempt from attachment, levy and sale under the provisions of the Constitution and laws of this State. Section 3.",1173,48,49,682,854,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00048.jpg,1952,0,,
276427,1952_0024,Act,SOUTH CAROLINA,"855, 1942 Code, amendeddischarge prisoner from arrest and confinement after assignment and delivery of property.",119,49,49,682,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00049.jpg,1952,0,0,
276428,1952_0025,Act,SOUTH CAROLINA,"of the Code of Laws of South Carolina, 1942, is hereby amended by striking it out in its entirety and inserting in lieu thereof a new section to read as follows: section 855.",191,49,49,682,855,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00049.jpg,1952,0,0,
276429,1952_0026,Act,SOUTH CAROLINA,"The petitioner, upon executing the assignment, and when he shall have delivered into the hands of the assignee all and singular his title deeds, vouchers and effects contained in his account, so far as it is in his power to do, shall forthwith he discharged by order from arrest and confinement. Section 4.",312,49,49,682,855,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00049.jpg,1952,0,,
276430,1952_0027,Act,SOUTH CAROLINA,"856, 1942 Code, amendedmay remand debtor to prison on his failure to comply with oath and  854 and 855.Section 856 of the Code of Laws of South Carolina, 1942, is hereby amended by striking it out in its entirety and inserting in lieu thereof a new section to read as follows: section 856.",298,49,49,682,4,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00049.jpg,1952,0,0,
276431,1952_0028,Act,SOUTH CAROLINA,"In case any such debtor shall neglect or refuse within a reasonable time to comply with his oath set out in Section 853 and the provisions of section 854 and 855, it shall be lawful for the judge of the court, upon application upon oath of the assignee, again to remand the debtor to prison, unless good cause shall be shown by him or them to the contrary, until he shall fully comply with the terms of his oath and of those sections. Section 5.",451,49,50,682,856,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00049.jpg,1952,0,,
276432,1952_0029,Act,SOUTH CAROLINA,"857, 1942 Code, amendedpenalties for false schedule of effectsSection 857 of the Code of Laws of South Carolina, 1942, is hereby amended by striking it out in its entirety and inserting in lieu thereof a new section to read as follows: section 857.",255,50,50,682,5,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,,
276433,1952_0030,Act,SOUTH CAROLINA,Any person who shall deliver in a false schedule of his effects shall suffer the penalties of wilful perjury and shall be liable to be arrested again for the same action. Section 6. Repeal.aAll acts or parts of acts inconsistent herewith are hereby repealed.,264,50,50,682,857,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,,
276434,1952_0031,Act,SOUTH CAROLINA,"Time effectiveThis act shall take effect upon its approval by the Governor. Approved the 28th day of December, 1951",131,50,50,682,7,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,0,
276435,1952_0032,Act,SOUTH CAROLINA,"(R431, $247, of 1951) No.",30,50,50,682,1951,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,0,
276436,1952_0033,Act,SOUTH CAROLINA,"683 An Act To Repeal Section 3211, Code Of Laws Of South Carolina, 1942, Providing For The Borrowing Of Money By The State In Anticipation Of Certain Taxes.",161,50,50,683,683,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,,
276437,1952_0034,Act,SOUTH CAROLINA,"3211, 1942 Code, repealedState borrow in anticipation of certain taxes.Section 3211,Code of Laws of South Carolina,1942, providing for the borrowing of money by the state in anticipation of certain taxes is hereby repealed.",230,50,50,683,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,0,
276438,1952_0035,Act,SOUTH CAROLINA,"Time effective.This act shall take effect upon its approval by the Governor. Approved the 28th day of December, 1951",132,50,50,683,2,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,0,
276439,1952_0036,Act,SOUTH CAROLINA,"(R553, H1439, of 1951) No.",31,50,50,683,1951,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,0,
276440,1952_0037,Act,SOUTH CAROLINA,"684 An Act To Amend Section 3379, Code Of Laws Of South Carolina, 1942, As Amended, Relating To Licenses For Various Fishing Appliances, Shrimp Boats Of Residents And Nonresidents, So As To Make Certain Changes By Providing Various License Taxes On Fishing Appliances, Resident And Nonresident Shrimp Boats, By Providing For Certain Sworn Statements By Shrimp Boat Owners, By Setting Forth Certain Presumptions In Oriminal And Civil Proceedings, And By MalMing Certain Changes In Penalties For Violations.",510,50,51,684,684,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00050.jpg,1952,0,,
276441,1952_0038,Act,SOUTH CAROLINA,"3379, 1942 Code, amendedlicense taxes on fishing appliancespresumption as to licensed shrimp trawler violating law relating to fisheryconfiscate unlicensed boat trawling for shrimp.Section 3379, Code of Laws of South Carolina, 1942, as amended by Act No.",261,51,51,684,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,,
276442,1952_0039,Act,SOUTH CAROLINA,"281, Acts and Joint Resolutions of the General Assembly, 1947, is hereby amended by striking out all of Section 3379 and by inserting in lieu thereof the following: section 3379.",183,51,51,684,281,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,,
276443,1952_0040,Act,SOUTH CAROLINA,"The following license tax is hereby levied annually upon the different fishing appliances, except sturgeon nets, used in the waters of South Carolina; anchor gill nets, stake gill nets, and drift gill nets, twentyfive (25) cents for each one hundred (100) yards or fraction thereof.",288,51,51,684,3379,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,,
276444,1952_0041,Act,SOUTH CAROLINA,"Shrimp trawl nets, five ($5.00) dollars each.",50,51,51,684,3379,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,0,
276445,1952_0042,Act,SOUTH CAROLINA,"All owners of shrimp boats who are residents of this state shall, before operating a shrimp boat in the waters of South Carolina, obtain a license for each boat, the licenses to be at the following rates: twenty ($20.00) dollars for each shrimp boat licensed by the State Board of Fisheries upon such form and in such manner as the Board of Fisheries may direct.",367,51,51,684,3379,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,,
276446,1952_0043,Act,SOUTH CAROLINA,"All owners of shrimp boats who are nonresidents of this state shall, before operating a shrimp boat in the waters of South Carolina, and in addition to the twenty ($20.00) dollars required above, pay a fee of twentyfive ($25.00) dollars, together with five ($5.00) dollars for each member of the ships crew who is a nonresident of this state.",348,51,51,684,3379,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,,
276447,1952_0044,Act,SOUTH CAROLINA,At the time of securing the license for the boat the owner thereof shall file with the Board of Fisheries a sworn statement giving the name and address of the Master or Captain of the shrimp boat.,201,51,52,684,3379,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00051.jpg,1952,0,,
276448,1952_0045,Act,SOUTH CAROLINA,"If the licensed shrimp trawler is found violating any fisheries law of this state it shall be presumed in all criminal and civil proceedings that the registered Master or Captain were in fact upon the boat, and the presumption shall be prima facie evidence of the presence of the Master or Captain upon the boat and operating it at the time of the violation of the fiw charged.",382,52,52,684,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276449,1952_0046,Act,SOUTH CAROLINA,"In addition to the punishment provided for in Section 3407, Code of Laws of South Carolina, 1942, any boat trawling for shrimp in the waters of South Carolina, without first being licensed, shall be confiscated, with its rigging and equipment, and shall be sold by the state at public sale to the highest bidder for cash before the court house door of the county in which captured, after giving ten (10) days notice of the sale in a newspaper published in said county.",473,52,52,684,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276450,1952_0047,Act,SOUTH CAROLINA,"Provided, that the provisions of this act shall not become effective uritil January 1, 1952. Section 2. Repeal.All acts or parts of acts inconsistent with the provisions of this act are hereby repealed. Approved the 28th day of December, 1951",248,52,52,684,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,0,
276451,1952_0048,Act,SOUTH CAROLINA,"685 An Act To Fix The Terms Of Office Of The Members Of The South Carolina Wildlife Resources Commission, So As To Change Their Terms Of Office From Four To Six Years.",172,52,52,685,685,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276452,1952_0049,Act,SOUTH CAROLINA,"Whereas, on the 16th day of January, 1952 by concurrent resolution bearing Senate No.",90,52,52,685,0,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276453,1952_0050,Act,SOUTH CAROLINA,"425, Reorganization Plan No.",33,52,52,685,425,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,0,
276454,1952_0051,Act,SOUTH CAROLINA,"8 was adopted ; and, Ss Whereas, Reorganization Plan No.",61,52,52,685,8,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,0,
276455,1952_0052,Act,SOUTH CAROLINA,"8 reorganized the State Board of Fisheries, the State Game and Fish Commission and the Office of Chief Game Warden into the South Carolina Wildlife Resources Department; and, Whereas, this action was taken pursuant to the provisions of Act No.",248,52,52,685,8,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276456,1952_0053,Act,SOUTH CAROLINA,"621 of the Acts and Joint Resolutions of the General Assembly, 1948.",73,52,52,685,621,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276457,1952_0054,Act,SOUTH CAROLINA,"Now, Therefore, Be it enacted by the General Assembly of the State of South Carolina: Section 1.",101,52,52,685,621,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276458,1952_0055,Act,SOUTH CAROLINA,"South Carolina Wildlife Resources Commissionappointmenttermsvacancypayexpenses.The head and govering board of the South Carolina Wildlife Resources Department shall be a commission to be known as the South Carolina Wildlife Resources Commission, which shall be composed of seven members, one from each congressional district in the state, and one at large.",361,52,53,685,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00052.jpg,1952,0,,
276459,1952_0056,Act,SOUTH CAROLINA,"They shall be appointed by the Governor, by and with the advice and consent of the Senate.",95,53,53,685,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,0,
276460,1952_0057,Act,SOUTH CAROLINA,One of the members shall be designated by the Governor to serve as chairman.,81,53,53,685,0,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,0,
276461,1952_0058,Act,SOUTH CAROLINA,"Two of the original appointees shall he appointed for terms of office oftwo years, two for terms of office of four years, and three for terms of office of six years.",170,53,53,685,0,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,,
276462,1952_0059,Act,SOUTH CAROLINA,"Their successors shall be appointed in like manner for terms of office of six years, and until their successors shall have been appointed and qualifed.",156,53,53,685,0,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,,
276463,1952_0060,Act,SOUTH CAROLINA,"All vacancies on the commission occurring by reason of death, Tesignation, removal, or otherwise, shall be filled for the unexpired term in the manner of original appointment.",180,53,53,685,0,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,,
276464,1952_0061,Act,SOUTH CAROLINA,"Each member shall receive compensation in the amount of one hundred dollars ($100.00) per annum, and official expenses as provided by law for state emplovees on public business.",182,53,53,685,0,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,,
276465,1952_0062,Act,SOUTH CAROLINA,"Time effective This act shall take effect upon its approval by the Governor. Approved the Ist day of March, 1952.",128,53,53,685,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,0,
276466,1952_0063,Act,SOUTH CAROLINA,"686 An Act To Adopt The United States Census Of 1950 As A True And Correct Enumeration Of The Inhabitants Of The Several Counties, Municipalities, And Other Governmental Subdivisions In The State Of South Carolina.",219,53,53,686,686,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,,
276467,1952_0064,Act,SOUTH CAROLINA,"United States census of 1950 adopted.That the United States Census of 1950 is hereby adopted as the true and correct enumeration of the inhabitants of the several counties, municipalities and other governmental subdivisions of the State of South Carolina.",260,53,53,686,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00053.jpg,1952,0,,
276468,1952_0065,Act,SOUTH CAROLINA,"Time effective.This act shall take effect upon its approval by the Governor. Approved the 19th day of January, 1952",131,54,54,686,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00054.jpg,1952,0,0,
276469,1952_0066,Act,SOUTH CAROLINA,"687 An Act To Repeal Subdivision (6), Section 4761, Code Of Laws Of South Carolina, 1942, Relating To Purchasing Of Supplies By The County Supervisor Of Spartanburg County.",177,54,54,687,687,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00054.jpg,1952,0,,
276470,1952_0067,Act,SOUTH CAROLINA,"4761, 1942 Code, amendedsubsection (6) relating to purchase of supplies by supervisor of Spartanburg County repealed.Subdivision (6), Section 4761, Code of Laws of South Carolina, 1942, relating to purchasing of supplies by the county supervisor of Spartanburg County, is hereby repealed.",295,54,54,687,1,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00054.jpg,1952,0,0,
276471,1952_0068,Act,SOUTH CAROLINA,"Time effective.This act shall take effect upon its approval by the Governor. Approved the 19th day of January, 1952.",131,54,54,687,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00054.jpg,1952,0,0,
276472,1952_0069,Act,SOUTH CAROLINA,"UO TU (R698, S443) No.",27,54,54,687,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1952/Images/00054.jpg,1952,0,0,
