year,Page_No,state,sentence,jim_crow
1877,575,SOUTH CAROLINA,"that the state superintendent of education shall discharge such other duties as may be provided by law; and he shall deliver to his successor, within ten days after the expiration of his j term of office, all books, papers, documents and other property belonging to his office.",0
1877,576,SOUTH CAROLINA,"that in case of vacancy in the office of state superintendent of education, or his failure to qualify, the governor shall o appoint, with the advice and consent of the senate, a person to fill such vacancy, who shall qualify within fifteen days after his appointment, and shall continue in office until the next ensuing general election; and should the person so appointed fail to qualify within the time specified, such failure shall create a vacancy.",0
1877,576,SOUTH CAROLINA,"that there shall be elected in each county, at each general election, a school commiasioner, who shall hold his office until his successor is elected and qualified.",0
1877,576,SOUTH CAROLINA,"he shall, before entering upon the duties of his office, give bond to the state, for the use of the county in which he is elected, for educational purposes, in the penal sum of one thousand dollars, with good and sufficient sureties, to be approved by the county commissioners, conditioned for the faithful and impartial discharge of the duties of his office.",0
1877,576,SOUTH CAROLINA,"that on or before the first day of january next succeeding the date of his election, he shall take and subscribe the oath of oftice prescribed in section 30, article ii, of the constitution of this state, which oath he shall file in the office of the clerk of the court of the county in which he was elected, and shall immediately enter upon the discharge of his duties; and upon his fuilure so to do, or if for any other cause there should be a vacancy in the office, the governor shall appoint a person to fill such vacancy, who shall qualify within fifteen days after his appointment, and shall continue in office until the time prescribed: for filling said office by election, as herein provided; and should the person so appointed fail to qualify within the time specified, such failure shall create a vacancy.",0
1877,576,SOUTH CAROLINA,"that it shall be the duty of each county school commissioner to visit the schools in his jurisdiction as often as may be practicable, and to note the course and method of instruction and the branches taught, and to give such recommendation in the art of teaching and the method thereof, in each school, as shall be necessary and expedient, so that uniformity in the course of studies and method of instruction employed shall be secured, as far as practicable, in the schools of the several grades respectively.",0
1877,576,SOUTH CAROLINA,"he shall acquaiot himself, as far as practicable, with the character and condition of each school, noting any deficiencies that may exist, either in the government of the school or the classification of its pupils, or the method of instruction employed in the several branches, and shall make such suggestions, in private, to the teachers as to him shall appear necessary to the good order of the school",0
1877,577,SOUTH CAROLINA,and the progress of the pupils.,0
1877,577,SOUTH CAROLINA,"he shall note the character and condition of the school houses, the sufficiency or insufficiency of the furniture, and shall make such suggestions to the several district boards as, in his opinion, shall seem conducive to the comfort and progress of the several schools.",0
1877,577,SOUTH CAROLINA,it shall be the duty of each county school commissioner to aid the teachers in all proper efforts to improve themselves in their profession.,0
1877,577,SOUTH CAROLINA,for this purpose he shall encourage the formation of associations of teachers for common improvement.,0
1877,577,SOUTH CAROLINA,he shall attend the meetings of such assuciations and give such advice and instruction in regard to their conduct and management as in his judgment will contribute to their greater efficiency.,0
1877,577,SOUTH CAROLINA,"that he shall, on or before the first day of october, each year, forward to the state superintendent of education an extended report, containing an abstract of the reports made to him by the various school officers and teachers in his county, and showing the condition of the schools under his charge, suggesting such improvements in the school system as he may deem useful, and giving such other information in regard to the practical operation of the free public schools and jaws relating thereto as may be deemed of public interest.",0
1877,577,SOUTH CAROLINA,he shall also include in his report such other matters as he shall be directed to report by the state superintendent of education.,0
1877,577,SOUTH CAROLINA,"that should he fail to make the annual report required in the preceding section, he shall forfeit to the school fund of his county onefourth of his compensation for that year.",0
1877,577,SOUTH CAROLINA,that he shall at all times conform to the instructions of the state superintendent of education as to matters within the jarisdiction of said superintendent.,0
1877,577,SOUTH CAROLINA,he shall serve as the organ of communication between the said state superintendent and school authorities.,0
1877,577,SOUTH CAROLINA,"he shall transmit to school officers or teachers all blanks, circulars and other communications which are to them directed.",0
1877,577,SOUTH CAROLINA,"that he shall annually, on the first day of february, or as soon as practicable thereafter, apportion the income of the county school fund among the several school districts of his county in proportion to the average number of pupils attending the free public schools in each district, and he shall certify such apportionment to the county treasurer.",2
1877,577,SOUTH CAROLINA,"28. that each county school commissioner shall receive such compensation as the county board of examiners, as hereinafter provided for, may allow him, not to exceed three dollars a",0
1877,578,SOUTH CAROLINA,"day, to be determined by the county board of examiners, for each day actually employed in the discharge of his official duties.",0
1877,578,SOUTH CAROLINA,"his claim for services shall be presented in the form of an account against the county board of examiners, and shall be verified by affidavit to the effect that said account is just and true, that the service therein named was honestly and faithfully rendered, and that the sum therein claimed is rightfully due and remains unpaid.",0
1877,578,SOUTH CAROLINA,"when said account shall have been duly audited and approved by the county boardof examiners, it shall be filed with the county treasurer, who shall pay the same ratably out of the funds apportioned to the several school districts in proportion to the average number of children attending the free public schools in each school district: provided, that the county board of examiners shall determine the number of days in each year in which said county school commissioner may labor in the performance of the duties required of him: provided, further, that the number of days in each and every year for which said compensation shall be allowed shall in no case exceed two hundred days, except in charleston county, where the number of days shall not exceed three hundred.",0
1877,578,SOUTH CAROLINA,"in deciding the number of days for which each county school commissioner shall be allowed compensation in each and every year, and in making the assessment on each school district, as provided for in this section, the county auditor shall, asa member of the board, act in place of the county school commissioner; and it shall be the duty of said county board of examiners to certify to the county treasurer the amount assessed on each school district.",0
1877,578,SOUTH CAROLINA,"that it shall be the duty of the county boards of examiners and of the boards of trustees, as hereinafter provided for, to see that in every school under their care there shall be taught, as far as practicable, orthography, reading, writing, arithmetic, geography, english grammar, history of the united states and of this state, the principles of the constitution and laws of the united states and of this state, morals and good behavior.",0
1877,578,SOUTH CAROLINA,"that there shall be in each county a board of examiners, composed of the county school commissioner (who shall, ex officio, be chairman,) and two other members who shall be appointed by the state board of examiners and shall hold office for the term of two years from the time of their appointment and until their successors shall be qualified, unless sooner removed by the state board of examiners; but no person shall be appointed a member of the county board of examiners who is not competent",0
1877,579,SOUTH CAROLINA,to teach a first grade school.,0
1877,579,SOUTH CAROLINA,"it shall be the duty of the county board of examiners to examine all candidates for the profession of teacher, and to give to each person found qualified a certificate setting forth the branches of learning he or she may be capable of teaching, such examination to be renewed every year; and no teacher shall be employed in any of the free public schools without a certificate from the county board of examiners or the state board of examiners.",2
1877,579,SOUTH CAROLINA,that the county board of examiners.,0
1877,579,SOUTH CAROLINA,"shall meet at least twice a year, at such places and at such times as the county school commissioner shall appoint; that the county schvol commissioner shall be chairman and clerk of the board, and shall keep a fair record of their proceedings, and a register of the name, age, sex, color, residence and date of certificate of each person to whom a certificate is issued, and in case a certificate be canceled shall make a proper entry of the same; and the said board shall have power to revoke any certificate granted by them, for immoral or unprofessional conduct or evident unfitness for teaching.",1
1877,579,SOUTH CAROLINA,"that the county board of examiners shall constitute an advisory body with whom the county school commissioner shall have the right to consult when he is in doubt as to his official duty, and also a tribunal for hearing and determining any matter of local controversy in reference to the construction or administration of the school laws, with power to summon witnesses and take testimony if necessary, and when they have made a decision said decision shall be binding upon the parties to the controversy: provided, that either of the parties shall have the right to appeal to the state board of examiners, and said appeal shall be made through the county board of examiners in writing, and shall distinctly set forth the question in dispute, the decision of the county board and the testimony as agreed upon.",0
1877,579,SOUTH CAROLINA,"by the parties to the controversy, or, if they fail to agree, upon the testimony as reported by the county board.",0
1877,579,SOUTH CAROLINA,"that it shall be the duty of each county board o examiners to divide their county into convenient school districts for all purposes connected with the general interests of education, and redistrict the same, whenever in their judgment the general good requires it: provided, that the present division of the county into school districts shall continue until altered by the said board.",1
1877,579,SOUTH CAROLINA,"and every school district organized in pursuance of this act shall be a body politic and corporate, by the name and style of school",2
1877,580,SOUTH CAROLINA,district no.,0
1877,580,SOUTH CAROLINA,", (such a number as may be designated by the county board of examiners,) of county, (the name of the county in which the district is situated,) state of south carolina, and in that name may sue and be sued, and be capable of contracting and being contracted with to the extent of the funds in their possession, and holding such real and personal estate as it may come into possession of by will or otherwise, or as is authorized to be purchased by the provisions of this act, all of which shall be used exclusively for school purposes.",2
1877,580,SOUTH CAROLINA,each school district shall be confined to the management and control of the board of school trustees hereinafter provided for.,1
1877,580,SOUTH CAROLINA,"that it shall be the duty of each county board of examiners to appoint for each and every school district in their county three school trustees, who shall hold their office for two years, and until their successors may be appointed, unless soover removed by the county board of examiners, whose duty shall be as hereinafter prescribed; and the county board of examiners shall have power to fill, from time to time, all vacancies which may occur in their respective school districts in boards of school trustees in their county.",2
1877,580,SOUTH CAROLINA,"that it shall be the duty of the said trustees to meet asa board as soon and often as practicable after having been appointed and qualified, at such place as may be most convenient in the district, and at their first meeting they shall organize by appointing one of their number clerk of the board, who shall preside at the official meetings of the trustees and shall record their proeach member of ceedings in a book provided for that purpose.",0
1877,580,SOUTH CAROLINA,the board of trustees shall be duly notified of all meetings by the clerk of the board.,0
1877,580,SOUTH CAROLINA,"that it shall be the duty of the board of trustees in each school district to take the management and control of the local educational interest of the same, subject to the supervision of the county board of examiners, and to visit each school at least once in every school term.",0
1877,580,SOUTH CAROLINA,"it shall be the duty of the board of trustees to hold a regular session in their school district at least two weeks before the commencement of any or every school term for the transaction of any and all business necessary to the prosperity of the schools, with power to adjourn from time to time and to hold special meetings at any time or place, when called upon by the chairman or any two members of the board.",0
1877,581,SOUTH CAROLINA,"that besides the duties and powers prescribed in other portions of this act, the boards of trustees shall have authority and it shall be their duty: 1st. to provide suitable school houses in their districts and to make the same comfortable, paying due regard to any school house already built, or site procured, as well as to all other circumstances proper to be considered so as best to promote the educational interest of their district.",0
1877,581,SOUTH CAROLINA,"to employ teachers from those having certificates from their county board of examiners, or from the state board of examiners, or of the city board of commissioners of charleston, and to discharge the same when good and sufficient reasons for so doing present themselves.",2
1877,581,SOUTH CAROLINA,3d. tu suspend or dismiss pupils when the prosperity and efficiency of the schools make it necessary.,0
1877,581,SOUTH CAROLINA,to call meetings of the people of the district for consultation in regard to the school interests thereof; at which meetings the chairman or some other member of the board shall preside if present.,0
1877,581,SOUTH CAROLINA,"to take care of, manage and control the school property of the district.",0
1877,581,SOUTH CAROLINA,"to visit the free public schools within their district from time to time, and to take care that they are conducted according to law and with the utmost efficiency.",0
1877,581,SOUTH CAROLINA,"that when it shall so happen that persons are so situated as to be better accommodated at the school of any adjoining school district, or whenever it may be desirable to establish a school composed of parts of two or more school districts, it shall be the duty of the respective boards of trustees of the school districts in which such persons reside or in which such schools may be situated, or of the school districts or the parts of which the school is to be composed, to transfer such persons for education to the school district in which such school house is or may be located ; but the enumeration of scholars shall be taken in each district as if no such transfer had been made; and suck school, when so composed, shall be supported from the school funds of the respective school districts from which the scholars may have been transferred : provided, that children shall not be transferred from a school district in one county to a school district in an adjoining county without the consent of the boards of examiners of the respective counties in which the transfer is made,",2
1877,582,SOUTH CAROLINA,"that the school year shall begin annually on the first day of november, but each county board of examiners shall have power to limit the school term according to the school fund of their county, and to regulate the opening and closing of the schools in such manner as will best subserve the educational interest of different localities: provided, that all contracts which boards of trustees may make in excess of the funds apportioned to their district shall be void.",1
1877,582,SOUTH CAROLINA,"that it shall be the duty of each school teacher to make out and file with the clerk of the board of trustees, at the expiration of each school month, a full and complete report of the whole number of scholars admitted to the school during each month, distinguishing between male and female, the average attendance, the branches taught, the number of pupils engaged in studying each of said branches, and such statistics as he or she may be required to make by the county school commissiuner: provided, that whenever a teacher is unavoidably prevented from filing said report at the expiration of any school month, the board of school trustees may have authority to receive the report within a reasonable time thereafter, if, in their opinion, the reasons for the delay are good and sufficient.",0
1877,582,SOUTH CAROLINA,"on the filing of the teachers report and its approval by the board of trustees, their clerk shall draw an order in duplicate on the county treasurer for the amount due such teacher, which order, if approved by the county school commissioner, shall be countersigned by him and the, duplicate filed in his office.",0
1877,582,SOUTH CAROLINA,"that it shall not be lawful for a county school commissioner to receive pay as a teacher of a free public school in his county, nor for a trustee to receive pay as a teacher of a free public school in his school district.",0
1877,582,SOUTH CAROLINA,"f sec. 43. that members of the state board of examiners appointed by the governor, members of county boards of examiners appointed by the state board of examiners and members of the boards of trustees shall be exempt from militia, jury and road duty.",0
1877,582,SOUTH CAROLINA,"that the county commissioners of each county are authorized and required to furnish the school commissioner of their county with a comfortable and convenient office and suitable office furniture, and to supply said office with fuel, lights, stationery, postage and such other incidentals as are necessary to the proper transaction of the legitimate business of his office.",0
1877,583,SOUTH CAROLINA,"that the correctness and legality of all claims for services rendered in teaching in any of the schools of this state which are supported wholly or in part by the state, and all claims of every description whatsoever which are chargeable against the fund raised for the support of the free public schools of the state, shall be sworn to and subscribed by the person.",0
1877,583,SOUTH CAROLINA,presenting said claim before it shall be approved by the person or persons authorized by law to give such approval.,0
1877,583,SOUTH CAROLINA,"that all school trustees are hereby invested with the power, and required tree of charge to administer oaths to persons presenting the claims contemplated by the preceding section of this act as fully to all intents and purposes as are all other persons who by the laws of this state are qualified to administer oaths.",0
1877,583,SOUTH CAROLINA,"that it is hereby declared to be unlawful for any county treasurer, county auditor, county school commissioner or school trustee to buy, discount or shave, directly or indirectly, or be in any way interested in any teachers pay certificate or other order on the school fund, except such as are payable to him for his own services.",0
1877,583,SOUTH CAROLINA,"that if any of the officers aforesaid shall violate the provisions of the foregoing section of this act he shall be deemed guilty of a misdemeanor, and, on conviction thereof, shall pay a fine of not less than five hundred (500) dollars nor more than two thousand (2,000) dvllars, to be used for school purposes in his county, and shall be imprisoned at the discretion of the court, or either or both, and shall forfeit the amount of such claim or of his interest in such claim.",0
1877,583,SOUTH CAROLINA,"that the several county treasurers shall retain all the poll tax collected in their respective counties; and it is hereby made the duty of the said county treasurers, in collecting the poll tax, to keep an account of the exact amount of said tax collected in each school district in his county; and the city of charleston shall, for the purposes of this section, be deemed a school district, and the county treasurer shall pay over to the city board of school commissioners the amount of poll tax collected in said city ; and the poll tax collected therein shall be expended for school purposes in the school district from which it was collected; and any violation of this section by the county treasurers shall constitute, and is hereby declared, a misdemeanor, and, on conviction thereof, the said county treasurer shall pay a fine of not less than five hundred (500) dollars nor more than five thousand (5,000) dollars, to be used for school purposes in the county suffering from such violation, or imprisonment in the discretion of the court.",1
1877,584,SOUTH CAROLINA,"that it shall be the duty of each county treasurer to report monthly, on the fifteenth day of each month, to the county school commissioner of his county, the amount of collections and disbursements made by him for the month on account of poll tax and all other school funds; and it shall be a misdemeanor on the part of any county treasurer to neglect, fail or refuse to make such report, and on conviction thereof he shall pay a fine of not less than five hundred (500) dollars, the same to be used for school purposes in his county.",0
1877,584,SOUTH CAROLINA,"that all moneys disbursed by any county treasurer on account of school funds or taxes or poll tax shall be paid on the orders of boards of school trustees, countersigned by the county school commissioner.",0
1877,584,SOUTH CAROLINA,"that each county treasurer shall make out and forward to the state superintendent of education, annually, on the first day of november a certified statement showing (by school districts) the amount of poll tax and the amount of all other school taxes collected by him for the fiscal year ending on the 31st of october next preceding; and should any county treasurer fail, neglect or refuse to make and forward the statement as herein required, the state superintendent of education shall make a written complaint to the circuit solicitor for the county in which the said treasurer resides, who shall prosecute the said county treasurer for the same; and on conviction thereof he shall be subject to a fine of five hundred (500) dollars, the same to be used for free public school purposes in his county.",0
1877,584,SOUTH CAROLINA,"that if a member of any county board of examiners in any county of the state, or a trustee of any school district, shall attempt to act or discharge the duties of either of said offices after he shall have been removed, or after his successor shall have qualified, he shall be deemed guilty of a misdemeanor, and, after conviction, be punished by fine of not less than one hundred and one dollars or imprisonment for not less than thirtyone days, or both, at the discretion of the court.",2
1877,584,SOUTH CAROLINA,that it shall be the duty of the school commissioner of charleston county to organize in all those districts outside of the city of charleston formerly known as parishes a suitable number of schools as soon as practicable after the passage of this act.,0
1877,584,SOUTH CAROLINA,"he shall also visit said schools as often as may be practicable during each year, and shall perform such other duties as are prescribed for county school commissioners in this act.",0
1877,585,SOUTH CAROLINA,that the school commissioner of the county of charleston shall have jurisdiction only over the schools and all educational interests outside of the corporate limits of the city of charleston.,0
1877,585,SOUTH CAROLINA,"at every general municipal election in the city of charleston, one school commissioner shall be elected by the legal voters of each ward, who shall continue in office until his successor the school comis elected and qualified or shall refuse to qualify.",0
1877,585,SOUTH CAROLINA,"missioners so elected shal] constitute a school board, and they may assemble at any time and elect a chairman, a clerk, a superintendent of city schools, whose terms of office, duties and compensation shall be prescribed by said board; but their terms of office shall not exceed that of the board electing them: the said board shall have the following powers and duties: 1.",0
1877,585,SOUTH CAROLINA,to discharge the same duties in the city which are required of school trustees in the counties.,0
1877,585,SOUTH CAROLINA,to determine the studies and class books to be used 3.,0
1877,585,SOUTH CAROLINA,to cause examinations to be made of teachin the city schools.,0
1877,585,SOUTH CAROLINA,ers for the city schools.,0
1877,585,SOUTH CAROLINA,"to elect and dismiss teachers, prescribe their duties and term of office, and to make rules for the government of the schools.",2
1877,585,SOUTH CAROLINA,"to fill vacancies occurring in the board by death, resignation, departure from the state or refusal to qualify; the said vacancies to be filled from the same wards in which they occur.",0
1877,585,SOUTH CAROLINA,"to grant diplomas in the normal school department, which shall entitle the parties holding the same to become teachers in the public schools.",0
1877,585,SOUTH CAROLINA,"to make an annual report to the superintendent of education as to the city schools, as is required of commiasioners of county schools.",0
1877,585,SOUTH CAROLINA,to take in charge and keep in order all buildings and other property belonging to or used for the city.,0
1877,585,SOUTH CAROLINA,"for the purposes of this act, and in order to carry into effect the amendment of the constitution relating to the school tax, the city of charleston shall be deemed a school district, and the city treasurer shall annually levy and collect, at the same time as the city taxes, a tax of one (1) mill on the dollar on all the taxable property in the said city; and the county treasurer shall pay over to the city treasurer the portion of the constitutional school tax and of the poll tax to which the charleston school district is entitled ; and all the said taxes shall be in the city treasury as public money, protected by the official bond of the city treasurer, and shall be paid out on the warrant of the city board of school ccmmissioners; the said amount to be applied to the support of the city schoole, and the balance to the rebuilding of the school house destroyed by fire, and the repairs of that and other school buildings.",1
1877,585,SOUTH CAROLINA,the city treasurer shall receive out of this fund one thousand dollars annually for all services in receiving and disbursing the school fund.,0
1877,586,SOUTH CAROLINA,"that all acts and parts of acts inconsistent with this act be, and the same are hereby, repealed.",0
1877,586,SOUTH CAROLINA,"that this act shall take effect from its passage.  approved march 22, 1878.",0
1877,586,SOUTH CAROLINA,an act to avutnorize the county commissioners of darlington and keeershaw counties to levy a srecial tax.,0
1877,586,SOUTH CAROLINA,"be it enucted by the senate and house of representatives of the state of south carolina, now met and sitting in general assembly, and by the authority of the same, that the county commissioners of the counties of darlington and kershaw be, and they are hereby, authorized and required to levy a special tax of two mills on all the taxable property of the said county fur the fiscal year commencing november ast, 1877.",0
1877,586,SOUTH CAROLINA,"that the proceeds of said tax be applied by the said commissioners as follows, to wit: one half the proceeds thereof to the payment of deficiencies for the fiscal year ending october 31st, 1877; and the other half to the payment pro rata of the registered past indebtedness of said county.",0
1877,586,SOUTH CAROLINA,"that the said commissioners are hereby authorized and required to continue to levy a special tax of two mills on all the taxable property of said counties in each successive year hereafter, and to apply the proceeds thereof pro rata to the registered past indebtedness of said counties until the said indebtedness be fully paid up. approved march 22, 1878. an act to provipee ror a register of claims against the countiess of sumter and marlboro and to prescribe the order of their payment.",0
1877,586,SOUTH CAROLINA,"be it enacted by the senate and house of representatives of the state of south carolina, now met and sitting ia general assembly, and by the authority of the same, that it shall be the duty of the boards of county commissioners for sumter and marlboro counties to keep a separate book, to be called a register of claims, in which shall be entered a list of all debts hereafter to be incurred by the said counties, stating the name of the",0
